order_id,order_date,customer_id,product_id,salesperson_id,region_id,quantity,unit_price,discount_pct,revenue,cost,gross_profit,order_status
794,2024-12-09,29,11,9,6,5,189,0.05,897.75,650,247.75,Completed
795,2023-09-23,23,5,2,5,1,129,0,129,90,39,Cancelled
796,2024-12-05,22,12,10,6,3,109,0.1,294.3,225,69.3,Returned
797,2023-10-03,10,17,4,6,1,119,0.05,113.05,85,28.05,Cancelled
798,2023-05-01,22,10,3,9,1,159,0.2,127.2,110,17.2,Completed
799,2023-03-12,12,12,8,8,3,109,0.1,294.3,225,69.3,Returned
800,2023-07-13,15,16,10,1,4,419,0,1676,1120,556,Completed
801,2024-06-17,9,3,9,2,5,229,0.05,1087.75,800,287.75,Returned
802,2023-06-08,28,10,2,9,2,159,0.15,270.3,220,50.3,Completed
803,2024-04-27,7,19,9,6,4,79,0,316,220,96,Completed
804,2023-10-10,17,11,1,5,5,189,0,945,650,295,Completed
805,2024-04-03,15,8,6,6,3,59,0.05,168.15,114,54.15,Completed
806,2024-12-13,3,13,3,7,5,449,0.05,2132.75,1495,637.75,Returned
807,2024-07-17,19,17,1,5,2,119,0.15,202.3,170,32.3,Completed
808,2024-07-29,6,3,1,10,1,229,0,229,160,69,Completed
809,2024-06-08,30,1,4,2,5,1399,0.1,6295.5,4750,1545.5,Cancelled
810,2024-12-26,8,19,7,2,5,79,0.05,375.25,275,100.25,Cancelled
811,2024-05-11,7,9,7,3,4,65,0.05,247.0,180,67.0,Completed
812,2023-07-15,10,15,9,8,4,219,0,876,596,280,Completed
813,2024-12-12,3,2,8,10,2,999,0.05,1898.1,1400,498.1,Completed
814,2024-01-28,12,16,9,4,1,419,0.05,398.05,280,118.05,Cancelled
815,2024-12-19,21,1,8,10,4,1399,0.05,5316.2,3800,1516.2,Cancelled
816,2024-05-19,18,8,4,3,3,59,0.05,168.15,114,54.15,Returned
817,2023-02-13,14,6,6,8,1,459,0.15,390.15,320,70.15,Completed
818,2023-10-01,27,18,7,10,1,179,0.05,170.05,120,50.05,Completed
819,2024-05-03,1,15,5,2,4,219,0.15,744.6,596,148.6,Completed
820,2023-04-15,20,10,6,1,1,159,0.2,127.2,110,17.2,Completed
821,2023-08-01,30,3,1,10,3,229,0,687,480,207,Completed
822,2024-08-12,17,4,6,8,5,649,0.05,3082.75,2250,832.75,Cancelled
823,2024-01-15,30,9,2,10,3,65,0.1,175.5,135,40.5,Completed
824,2024-01-22,17,16,3,9,1,419,0.15,356.15,280,76.15,Completed
825,2023-12-06,19,9,3,1,3,65,0.15,165.75,135,30.75,Completed
826,2023-05-10,4,16,7,4,5,419,0.05,1990.25,1400,590.25,Completed
827,2023-08-14,30,10,4,9,3,159,0,477,330,147,Completed
828,2023-07-09,29,16,5,9,4,419,0,1676,1120,556,Completed
829,2023-12-21,3,9,9,10,1,65,0.1,58.5,45,13.5,Completed
830,2024-03-18,18,6,9,4,1,459,0,459,320,139,Completed
831,2023-08-16,6,8,6,2,2,59,0.05,112.1,76,36.1,Completed
832,2024-12-02,24,13,9,4,2,449,0.15,763.3,598,165.3,Cancelled
833,2024-02-13,13,7,6,6,4,849,0.2,2716.8,2320,396.8,Completed
834,2023-12-15,12,17,7,9,4,119,0,476,340,136,Completed
835,2024-03-22,22,12,8,10,4,109,0,436,300,136,Completed
836,2024-03-12,11,19,6,9,5,79,0.05,375.25,275,100.25,Cancelled
837,2024-08-09,28,14,9,7,3,649,0,1947,1347,600,Cancelled
838,2023-04-14,13,18,5,3,5,179,0.05,850.25,600,250.25,Completed
839,2023-10-27,6,3,6,8,3,229,0.05,652.65,480,172.65,Completed
840,2023-07-24,23,5,6,2,1,129,0,129,90,39,Completed
841,2024-07-30,9,9,9,1,1,65,0,65,45,20,Completed
842,2023-03-10,21,20,9,3,3,289,0.1,780.3,597,183.3,Cancelled
843,2024-03-28,12,11,8,10,5,189,0,945,650,295,Completed
844,2023-04-28,14,7,2,7,1,849,0.2,679.2,580,99.2,Cancelled
845,2023-12-13,7,17,4,2,4,119,0.15,404.6,340,64.6,Completed
846,2024-11-16,30,13,9,10,5,449,0,2245,1495,750,Completed
847,2023-05-13,24,19,1,2,2,79,0,158,110,48,Completed
848,2023-12-03,28,4,5,4,4,649,0.15,2206.6,1800,406.6,Cancelled
849,2023-12-16,6,13,4,10,4,449,0.2,1436.8,1196,240.8,Completed
850,2023-03-16,8,16,6,8,5,419,0.05,1990.25,1400,590.25,Completed
851,2023-04-04,10,17,10,9,5,119,0.05,565.25,425,140.25,Completed
852,2023-03-08,27,12,7,5,2,109,0.05,207.1,150,57.1,Cancelled
853,2024-04-28,3,12,5,9,1,109,0,109,75,34,Returned
854,2023-03-31,14,1,3,6,1,1399,0.05,1329.05,950,379.05,Completed
855,2023-06-24,17,6,4,9,4,459,0,1836,1280,556,Completed
856,2023-02-25,26,4,2,8,3,649,0.05,1849.65,1350,499.65,Completed
857,2023-02-19,3,12,10,4,1,109,0.05,103.55,75,28.55,Completed
858,2023-01-02,6,18,3,1,5,179,0.1,805.5,600,205.5,Cancelled
859,2024-08-16,8,17,10,3,2,119,0.05,226.1,170,56.1,Completed
860,2024-06-08,25,8,10,5,1,59,0.05,56.05,38,18.05,Returned
861,2024-08-20,1,5,1,1,1,129,0.05,122.55,90,32.55,Completed
862,2024-02-24,24,1,2,10,2,1399,0.05,2658.1,1900,758.1,Completed
863,2024-11-23,30,17,6,7,2,119,0,238,170,68,Completed
864,2023-07-03,11,13,1,10,2,449,0.05,853.1,598,255.1,Completed
865,2023-01-02,19,5,5,2,5,129,0.15,548.25,450,98.25,Completed
866,2023-02-11,2,7,5,8,2,849,0.1,1528.2,1160,368.2,Completed
867,2023-01-19,15,19,8,5,4,79,0.05,300.2,220,80.2,Completed
868,2024-07-10,11,13,2,10,5,449,0,2245,1495,750,Returned
869,2023-05-16,26,20,10,2,5,289,0.05,1372.75,995,377.75,Completed
870,2024-03-06,20,1,7,10,5,1399,0.2,5596.0,4750,846.0,Completed
871,2023-02-12,10,6,4,5,4,459,0.2,1468.8,1280,188.8,Cancelled
872,2023-10-13,24,8,5,2,1,59,0.05,56.05,38,18.05,Completed
873,2023-01-21,4,18,9,9,3,179,0,537,360,177,Cancelled
874,2024-08-02,12,13,4,5,3,449,0.05,1279.65,897,382.65,Completed
875,2023-12-15,25,3,10,8,1,229,0,229,160,69,Completed
876,2024-07-06,2,6,9,8,3,459,0.1,1239.3,960,279.3,Completed
877,2023-08-25,26,2,1,10,1,999,0,999,700,299,Completed
878,2023-09-10,22,8,10,4,4,59,0.05,224.2,152,72.2,Completed
879,2023-10-15,4,16,6,4,2,419,0.15,712.3,560,152.3,Completed
880,2024-12-20,6,11,6,5,4,189,0,756,520,236,Completed
881,2024-08-07,21,12,7,3,4,109,0.2,348.8,300,48.8,Completed
882,2023-01-18,29,17,10,1,3,119,0,357,255,102,Completed
883,2024-11-01,9,11,3,2,4,189,0,756,520,236,Completed
884,2024-02-04,8,11,4,5,1,189,0,189,130,59,Completed
885,2024-01-13,27,6,1,9,5,459,0,2295,1600,695,Completed
886,2023-03-03,8,18,9,6,1,179,0.15,152.15,120,32.15,Completed
887,2023-04-17,8,16,8,9,2,419,0.05,796.1,560,236.1,Completed
888,2023-05-06,16,1,7,9,5,1399,0,6995,4750,2245,Completed
889,2024-01-12,26,14,2,4,2,649,0.15,1103.3,898,205.3,Completed
890,2024-04-21,8,6,5,6,5,459,0.2,1836.0,1600,236.0,Completed
891,2023-01-06,1,19,3,1,5,79,0,395,275,120,Cancelled
892,2023-04-19,23,4,7,4,3,649,0,1947,1350,597,Completed
893,2023-04-29,7,11,5,2,3,189,0,567,390,177,Cancelled
894,2023-03-23,11,12,3,3,5,109,0,545,375,170,Completed
895,2024-12-16,15,13,3,4,1,449,0.05,426.55,299,127.55,Completed
896,2024-06-25,30,17,1,7,1,119,0.15,101.15,85,16.15,Returned
897,2023-04-05,13,3,2,9,1,229,0,229,160,69,Completed
898,2023-06-25,1,18,6,10,4,179,0.05,680.2,480,200.2,Completed
899,2023-06-06,29,4,6,1,5,649,0.1,2920.5,2250,670.5,Completed
900,2024-07-22,8,8,9,8,5,59,0,295,190,105,Completed
901,2023-09-13,25,6,9,3,1,459,0.2,367.2,320,47.2,Completed
902,2024-09-01,9,17,8,2,2,119,0,238,170,68,Completed
903,2024-12-23,4,20,6,10,1,289,0.05,274.55,199,75.55,Completed
904,2024-12-17,25,2,2,2,1,999,0.2,799.2,700,99.2,Completed
905,2023-04-08,21,10,9,1,2,159,0.05,302.1,220,82.1,Completed
906,2024-04-08,1,3,4,8,5,229,0.15,973.25,800,173.25,Completed
907,2024-04-03,30,5,5,8,3,129,0,387,270,117,Cancelled
908,2024-01-13,18,15,4,9,3,219,0.05,624.15,447,177.15,Completed
909,2023-03-29,19,17,9,7,5,119,0.15,505.75,425,80.75,Completed
910,2024-01-18,12,6,3,9,2,459,0.05,872.1,640,232.1,Cancelled
911,2023-12-07,3,3,4,3,1,229,0.2,183.2,160,23.2,Returned
912,2023-04-10,23,14,1,3,1,649,0,649,449,200,Completed
913,2023-12-28,13,15,10,3,5,219,0.15,930.75,745,185.75,Completed
914,2024-12-21,5,2,10,5,1,999,0,999,700,299,Completed
915,2023-09-08,7,1,4,6,5,1399,0,6995,4750,2245,Returned
916,2023-12-25,24,4,2,3,2,649,0.2,1038.4,900,138.4,Completed
917,2024-09-07,5,1,10,9,5,1399,0.15,5945.75,4750,1195.75,Cancelled
918,2023-06-22,17,3,5,10,2,229,0.05,435.1,320,115.1,Completed
919,2023-09-25,7,17,2,2,1,119,0.1,107.1,85,22.1,Completed
920,2024-07-28,23,11,4,2,1,189,0.05,179.55,130,49.55,Completed
921,2024-09-29,18,19,8,1,3,79,0,237,165,72,Returned
922,2023-03-21,23,1,4,7,4,1399,0,5596,3800,1796,Completed
923,2023-06-11,13,12,3,10,5,109,0.2,436.0,375,61.0,Cancelled
924,2023-05-30,13,18,6,5,2,179,0,358,240,118,Completed
925,2023-12-26,5,20,5,8,4,289,0,1156,796,360,Completed
926,2023-03-15,5,12,2,1,5,109,0.05,517.75,375,142.75,Completed
927,2024-08-29,2,9,9,8,5,65,0.15,276.25,225,51.25,Completed
928,2023-05-21,5,17,6,7,3,119,0,357,255,102,Completed
929,2024-11-27,21,6,6,9,4,459,0,1836,1280,556,Completed
930,2024-09-17,23,12,3,4,4,109,0.15,370.6,300,70.6,Completed
931,2023-01-06,18,20,6,10,3,289,0,867,597,270,Returned
932,2023-03-22,1,17,6,10,3,119,0,357,255,102,Completed
933,2024-11-13,7,16,7,9,2,419,0.05,796.1,560,236.1,Completed
934,2023-07-26,27,6,9,7,1,459,0.05,436.05,320,116.05,Completed
935,2024-05-30,2,11,3,1,5,189,0.2,756.0,650,106.0,Completed
936,2023-12-27,14,3,3,7,2,229,0,458,320,138,Completed
937,2024-08-25,13,18,7,9,2,179,0,358,240,118,Cancelled
938,2024-04-19,18,6,2,3,3,459,0.05,1308.15,960,348.15,Completed
939,2023-10-26,26,7,9,10,5,849,0.15,3608.25,2900,708.25,Completed
940,2023-06-25,21,11,9,10,4,189,0.15,642.6,520,122.6,Returned
941,2023-08-13,14,7,5,4,4,849,0,3396,2320,1076,Cancelled
942,2024-01-16,25,14,3,6,4,649,0,2596,1796,800,Completed
943,2024-04-15,16,10,9,4,3,159,0,477,330,147,Completed
944,2023-06-13,8,16,4,8,2,419,0.1,754.2,560,194.2,Completed
945,2024-01-27,8,16,1,1,5,419,0,2095,1400,695,Cancelled
946,2024-01-01,12,9,5,3,5,65,0.1,292.5,225,67.5,Completed
947,2023-04-30,5,13,2,5,1,449,0.2,359.2,299,60.2,Returned
948,2023-07-05,3,15,10,6,3,219,0.2,525.6,447,78.6,Completed
949,2024-09-18,12,14,9,10,2,649,0,1298,898,400,Completed
950,2024-06-18,8,13,10,10,1,449,0.1,404.1,299,105.1,Completed
951,2024-06-12,9,20,8,1,2,289,0,578,398,180,Completed
952,2024-09-03,21,13,8,3,5,449,0.05,2132.75,1495,637.75,Completed
953,2023-03-16,3,13,3,6,3,449,0,1347,897,450,Completed
954,2023-09-27,29,18,8,5,4,179,0.1,644.4,480,164.4,Completed
955,2023-10-24,17,6,9,3,1,459,0,459,320,139,Completed
956,2024-01-11,11,5,4,8,1,129,0.05,122.55,90,32.55,Cancelled
957,2023-03-24,17,10,10,9,3,159,0.15,405.45,330,75.45,Completed
958,2023-06-26,27,14,4,10,2,649,0,1298,898,400,Completed
959,2023-08-05,7,17,4,2,5,119,0.05,565.25,425,140.25,Completed
960,2024-04-23,8,16,4,8,5,419,0.05,1990.25,1400,590.25,Cancelled
961,2023-10-31,16,12,9,5,5,109,0,545,375,170,Completed
962,2024-07-24,30,18,9,3,5,179,0,895,600,295,Completed
963,2024-02-04,9,11,8,4,4,189,0.2,604.8,520,84.8,Completed
964,2023-01-11,12,6,9,6,4,459,0.15,1560.6,1280,280.6,Completed
965,2023-04-19,1,19,2,7,3,79,0,237,165,72,Cancelled
966,2024-08-18,10,18,1,2,4,179,0.05,680.2,480,200.2,Returned
967,2024-07-14,10,7,8,6,5,849,0,4245,2900,1345,Returned
968,2024-10-02,23,5,9,8,1,129,0,129,90,39,Completed
969,2024-06-08,21,1,1,5,2,1399,0,2798,1900,898,Returned
970,2023-12-06,19,16,4,3,1,419,0.2,335.2,280,55.2,Completed
971,2023-09-01,7,16,4,10,1,419,0,419,280,139,Completed
972,2024-05-22,23,19,9,4,4,79,0,316,220,96,Completed
973,2023-11-28,19,18,3,4,1,179,0.05,170.05,120,50.05,Returned
974,2024-03-07,3,6,4,2,5,459,0,2295,1600,695,Completed
975,2024-05-01,29,17,10,6,1,119,0.2,95.2,85,10.2,Returned
976,2024-09-24,29,6,3,5,4,459,0.1,1652.4,1280,372.4,Completed
977,2024-09-14,17,15,4,9,3,219,0.1,591.3,447,144.3,Cancelled
978,2023-06-29,4,19,4,10,1,79,0.05,75.05,55,20.05,Completed
979,2024-06-13,10,19,10,10,4,79,0.05,300.2,220,80.2,Completed
980,2023-05-15,15,16,4,7,3,419,0,1257,840,417,Returned
981,2023-05-27,29,5,10,8,4,129,0.05,490.2,360,130.2,Cancelled
982,2023-08-06,8,5,7,9,3,129,0.05,367.65,270,97.65,Completed
983,2023-07-23,1,11,5,3,1,189,0,189,130,59,Completed
984,2023-09-16,11,2,9,7,5,999,0.05,4745.25,3500,1245.25,Cancelled
985,2023-11-06,6,17,6,4,2,119,0.2,190.4,170,20.4,Completed
986,2024-09-06,7,6,2,4,2,459,0.1,826.2,640,186.2,Completed
987,2024-02-28,20,2,10,1,5,999,0,4995,3500,1495,Completed
988,2023-01-19,6,14,7,8,1,649,0,649,449,200,Cancelled
989,2023-09-20,11,20,1,3,2,289,0,578,398,180,Completed
990,2024-03-25,7,20,10,7,1,289,0.05,274.55,199,75.55,Completed
991,2023-12-03,1,8,5,8,1,59,0.05,56.05,38,18.05,Completed
992,2023-12-09,7,7,9,3,1,849,0,849,580,269,Returned
993,2024-06-17,2,10,4,1,5,159,0.05,755.25,550,205.25,Completed
994,2024-04-25,8,6,4,5,4,459,0.1,1652.4,1280,372.4,Completed
995,2023-11-27,20,15,6,8,5,219,0.15,930.75,745,185.75,Cancelled
996,2023-03-04,14,14,5,9,3,649,0.05,1849.65,1347,502.65,Cancelled
997,2024-05-22,7,19,4,4,5,79,0,395,275,120,Completed
998,2023-07-09,20,4,2,9,1,649,0.1,584.1,450,134.1,Completed
999,2024-07-30,9,15,6,6,4,219,0,876,596,280,Completed
1000,2024-07-20,14,5,7,2,2,129,0.05,245.1,180,65.1,Returned
1001,2023-08-21,24,14,3,4,4,649,0.15,2206.6,1796,410.6,Returned
1002,2024-04-22,22,1,8,1,5,1399,0,6995,4750,2245,Returned
1003,2024-11-15,14,8,7,2,4,59,0.1,212.4,152,60.4,Completed
1004,2023-06-16,15,13,5,5,4,449,0,1796,1196,600,Completed
1005,2023-04-11,6,14,2,2,3,649,0,1947,1347,600,Cancelled
1006,2023-04-03,22,19,5,5,3,79,0,237,165,72,Completed
1007,2023-07-17,11,5,9,2,1,129,0.15,109.65,90,19.65,Completed
1008,2023-06-21,8,4,2,6,4,649,0.05,2466.2,1800,666.2,Completed
1009,2023-01-30,28,16,9,10,1,419,0.05,398.05,280,118.05,Completed
1010,2024-09-08,27,13,9,2,1,449,0.05,426.55,299,127.55,Cancelled
1011,2024-05-05,29,18,5,6,3,179,0,537,360,177,Completed
1012,2023-10-14,3,8,7,6,4,59,0,236,152,84,Completed
1013,2023-08-26,10,7,7,2,2,849,0.1,1528.2,1160,368.2,Completed
1014,2023-10-01,27,3,4,9,3,229,0.05,652.65,480,172.65,Completed
1015,2024-07-23,8,7,9,10,5,849,0.2,3396.0,2900,496.0,Completed
1016,2023-05-12,18,14,8,1,1,649,0,649,449,200,Cancelled
1017,2023-09-24,7,1,3,2,4,1399,0.2,4476.8,3800,676.8,Completed
1018,2023-07-06,6,8,6,1,1,59,0.1,53.1,38,15.1,Completed
1019,2023-05-18,21,8,10,9,3,59,0,177,114,63,Completed
1020,2024-12-20,26,4,4,7,3,649,0.05,1849.65,1350,499.65,Completed
1021,2024-03-22,1,4,4,9,4,649,0,2596,1800,796,Completed
1022,2023-02-17,29,20,5,2,3,289,0.05,823.65,597,226.65,Completed
1023,2023-10-06,1,20,10,7,4,289,0.05,1098.2,796,302.2,Completed
1024,2023-09-03,20,3,4,9,2,229,0,458,320,138,Completed
1025,2024-04-28,2,17,1,7,2,119,0,238,170,68,Completed
1026,2024-11-15,8,19,1,9,3,79,0.2,189.6,165,24.6,Returned
1027,2024-07-15,29,11,1,9,1,189,0,189,130,59,Completed
1028,2024-04-09,8,17,5,7,2,119,0,238,170,68,Completed
1029,2023-11-27,10,12,4,9,1,109,0.1,98.1,75,23.1,Cancelled
1030,2024-12-23,1,19,5,6,3,79,0.05,225.15,165,60.15,Completed
1031,2024-12-11,29,17,3,5,5,119,0.05,565.25,425,140.25,Returned
1032,2024-04-05,10,20,3,3,2,289,0.1,520.2,398,122.2,Completed
1033,2023-01-26,30,14,2,7,1,649,0,649,449,200,Completed
1034,2023-07-24,21,1,10,6,3,1399,0,4197,2850,1347,Cancelled
1035,2024-02-18,9,1,1,10,4,1399,0.05,5316.2,3800,1516.2,Completed
1036,2024-03-09,24,11,9,6,3,189,0.1,510.3,390,120.3,Completed
1037,2023-06-25,30,8,9,5,3,59,0.2,141.6,114,27.6,Completed
1038,2024-08-14,18,10,8,2,3,159,0,477,330,147,Completed
1039,2024-06-01,10,11,2,7,4,189,0.05,718.2,520,198.2,Completed
1040,2024-12-03,23,17,8,6,4,119,0.2,380.8,340,40.8,Completed
1041,2024-06-08,13,4,8,3,4,649,0.05,2466.2,1800,666.2,Cancelled
1042,2023-01-19,19,3,4,8,2,229,0,458,320,138,Cancelled
1043,2023-08-12,16,14,10,1,5,649,0,3245,2245,1000,Completed
1044,2023-04-15,14,7,10,9,2,849,0.05,1613.1,1160,453.1,Completed
1045,2024-03-01,20,4,2,1,1,649,0,649,450,199,Cancelled
1046,2023-11-19,9,14,10,5,1,649,0,649,449,200,Completed
1047,2024-06-15,13,8,10,4,2,59,0.1,106.2,76,30.2,Completed
1048,2023-08-20,20,14,3,1,2,649,0.1,1168.2,898,270.2,Completed
1049,2023-07-16,13,19,2,9,2,79,0.15,134.3,110,24.3,Completed
1050,2024-03-27,11,20,1,5,5,289,0,1445,995,450,Completed
1051,2024-05-11,26,19,2,2,4,79,0,316,220,96,Cancelled
1052,2023-11-16,30,8,6,1,3,59,0,177,114,63,Completed
1053,2023-09-26,4,19,7,10,5,79,0.2,316.0,275,41.0,Completed
1054,2023-07-23,29,4,10,10,3,649,0.1,1752.3,1350,402.3,Cancelled
1055,2024-01-22,8,1,6,1,2,1399,0,2798,1900,898,Completed
1056,2024-01-31,25,14,9,5,2,649,0,1298,898,400,Returned
1057,2023-05-16,11,19,8,9,3,79,0.1,213.3,165,48.3,Cancelled
1058,2023-04-21,2,12,8,2,1,109,0.2,87.2,75,12.2,Completed
1059,2024-05-01,28,6,3,5,2,459,0.15,780.3,640,140.3,Cancelled
1060,2024-05-29,22,9,2,10,2,65,0.1,117.0,90,27.0,Cancelled
1061,2023-09-19,22,1,4,2,5,1399,0.15,5945.75,4750,1195.75,Completed
1062,2023-08-13,25,17,6,4,4,119,0,476,340,136,Completed
1063,2024-11-28,1,14,10,7,5,649,0.05,3082.75,2245,837.75,Completed
1064,2024-11-30,3,15,9,2,3,219,0,657,447,210,Completed
1065,2024-05-03,21,14,2,2,3,649,0,1947,1347,600,Cancelled
1066,2024-11-22,24,16,5,8,4,419,0.15,1424.6,1120,304.6,Returned
1067,2023-05-21,15,15,3,7,4,219,0,876,596,280,Completed
1068,2023-04-11,22,19,1,9,2,79,0.15,134.3,110,24.3,Completed
1069,2024-12-19,27,7,7,8,4,849,0.05,3226.2,2320,906.2,Completed
1070,2024-10-26,24,18,1,10,2,179,0,358,240,118,Returned
1071,2024-05-07,22,4,7,6,1,649,0.1,584.1,450,134.1,Completed
1072,2023-08-23,16,1,1,8,4,1399,0.2,4476.8,3800,676.8,Completed
1073,2023-07-16,18,19,8,9,5,79,0.05,375.25,275,100.25,Completed
1074,2023-06-18,3,6,9,5,5,459,0,2295,1600,695,Returned
1075,2023-05-19,26,10,6,8,5,159,0.05,755.25,550,205.25,Completed
1076,2024-12-27,2,18,4,10,1,179,0,179,120,59,Completed
1077,2023-01-19,6,15,7,10,2,219,0,438,298,140,Returned
1078,2024-07-11,8,3,5,4,4,229,0.2,732.8,640,92.8,Completed
1079,2023-04-07,10,1,4,10,1,1399,0.05,1329.05,950,379.05,Completed
1080,2024-11-06,25,13,1,1,2,449,0,898,598,300,Returned
1081,2024-12-19,20,1,1,3,4,1399,0.15,4756.6,3800,956.6,Returned
1082,2023-04-17,11,10,5,9,1,159,0,159,110,49,Completed
1083,2023-04-29,5,7,5,2,2,849,0.2,1358.4,1160,198.4,Completed
1084,2023-06-02,25,13,10,2,5,449,0.05,2132.75,1495,637.75,Cancelled
1085,2023-10-03,18,9,6,3,1,65,0.05,61.75,45,16.75,Completed
1086,2023-12-16,29,10,2,3,1,159,0,159,110,49,Completed
1087,2023-09-13,24,10,7,3,5,159,0.15,675.75,550,125.75,Completed
1088,2023-07-25,20,7,5,7,2,849,0,1698,1160,538,Completed
1089,2023-06-09,11,20,4,10,3,289,0,867,597,270,Returned
1090,2023-10-21,20,7,5,2,3,849,0.05,2419.65,1740,679.65,Completed
1091,2023-01-20,30,7,6,4,2,849,0.05,1613.1,1160,453.1,Completed
1092,2023-08-05,7,16,3,9,4,419,0,1676,1120,556,Completed
1093,2023-01-01,15,5,1,3,5,129,0,645,450,195,Completed
1094,2023-01-16,13,14,10,8,5,649,0.05,3082.75,2245,837.75,Cancelled
1095,2023-01-14,2,3,3,4,4,229,0.15,778.6,640,138.6,Completed
1096,2024-06-08,23,14,4,7,4,649,0.05,2466.2,1796,670.2,Cancelled
1097,2024-07-08,26,18,10,5,1,179,0.1,161.1,120,41.1,Completed
1098,2024-08-12,8,8,3,7,3,59,0.05,168.15,114,54.15,Returned
1099,2023-04-17,7,20,1,6,3,289,0,867,597,270,Completed
1100,2024-09-02,25,6,9,7,4,459,0.05,1744.2,1280,464.2,Completed
1101,2024-10-01,20,5,7,10,4,129,0,516,360,156,Cancelled
1102,2024-03-09,20,14,4,1,5,649,0.2,2596.0,2245,351.0,Completed
1103,2024-02-21,7,6,10,4,1,459,0.05,436.05,320,116.05,Completed
1104,2024-07-27,24,13,2,3,3,449,0.2,1077.6,897,180.6,Completed
1105,2024-07-17,12,18,3,5,4,179,0.1,644.4,480,164.4,Cancelled
1106,2023-03-06,3,19,8,6,1,79,0,79,55,24,Completed
1107,2024-01-21,11,18,8,9,5,179,0,895,600,295,Completed
1108,2023-04-08,9,4,8,10,3,649,0,1947,1350,597,Completed
1109,2024-10-09,28,12,2,9,1,109,0.05,103.55,75,28.55,Completed
1110,2023-03-04,29,8,9,2,3,59,0.1,159.3,114,45.3,Completed
1111,2024-08-07,24,17,2,9,3,119,0,357,255,102,Completed
1112,2024-08-10,1,12,8,8,5,109,0.05,517.75,375,142.75,Completed
1113,2024-04-29,23,3,7,4,5,229,0.05,1087.75,800,287.75,Completed
1114,2024-04-11,4,4,4,10,3,649,0,1947,1350,597,Completed
1115,2023-06-26,15,15,10,5,2,219,0.2,350.4,298,52.4,Completed
1116,2024-02-14,11,13,2,6,3,449,0,1347,897,450,Completed
1117,2023-07-19,11,8,3,5,4,59,0,236,152,84,Completed
1118,2024-10-11,25,18,9,5,4,179,0.15,608.6,480,128.6,Completed
1119,2024-01-21,25,18,8,5,3,179,0.2,429.6,360,69.6,Cancelled
1120,2023-01-06,5,14,4,7,4,649,0.1,2336.4,1796,540.4,Cancelled
1121,2023-01-22,9,19,4,10,2,79,0.05,150.1,110,40.1,Cancelled
1122,2024-02-23,6,5,10,3,3,129,0.05,367.65,270,97.65,Completed
1123,2024-11-20,3,3,1,6,3,229,0.1,618.3,480,138.3,Completed
1124,2024-05-31,8,14,10,5,2,649,0,1298,898,400,Completed
1125,2024-07-01,5,13,1,3,2,449,0.05,853.1,598,255.1,Completed
1126,2023-02-15,15,11,10,3,2,189,0.1,340.2,260,80.2,Completed
1127,2023-02-09,8,11,6,3,4,189,0.2,604.8,520,84.8,Completed
1128,2024-06-17,18,1,2,5,1,1399,0,1399,950,449,Completed
1129,2024-09-07,30,19,4,4,4,79,0,316,220,96,Completed
1130,2024-05-20,17,3,4,9,5,229,0,1145,800,345,Completed
1131,2024-04-30,21,11,10,8,3,189,0,567,390,177,Completed
1132,2023-12-25,22,6,8,5,3,459,0.05,1308.15,960,348.15,Completed
1133,2023-07-29,19,6,10,4,4,459,0,1836,1280,556,Completed
1134,2023-12-30,14,5,4,3,5,129,0,645,450,195,Completed
1135,2023-03-08,12,8,8,5,5,59,0,295,190,105,Completed
1136,2024-11-14,22,8,4,5,4,59,0.05,224.2,152,72.2,Cancelled
1137,2023-11-19,9,15,9,8,3,219,0.05,624.15,447,177.15,Completed
1138,2024-02-08,29,11,7,1,3,189,0.15,481.95,390,91.95,Returned
1139,2023-05-05,24,3,6,4,4,229,0.1,824.4,640,184.4,Returned
1140,2024-01-17,22,19,5,2,4,79,0.1,284.4,220,64.4,Completed
1141,2024-03-15,21,2,7,4,5,999,0.1,4495.5,3500,995.5,Completed
1142,2023-08-04,23,20,2,2,4,289,0.2,924.8,796,128.8,Completed
1143,2024-12-01,7,19,8,5,2,79,0.05,150.1,110,40.1,Returned
1144,2024-05-20,6,11,1,7,3,189,0,567,390,177,Cancelled
1145,2023-03-17,29,5,1,10,5,129,0.1,580.5,450,130.5,Completed
1146,2024-08-27,20,20,4,4,2,289,0.15,491.3,398,93.3,Returned
1147,2023-08-08,13,2,3,9,4,999,0.05,3796.2,2800,996.2,Cancelled
1148,2024-05-30,29,14,3,9,2,649,0.05,1233.1,898,335.1,Completed
1149,2024-04-15,26,13,2,6,2,449,0,898,598,300,Completed
1150,2024-06-24,10,4,5,6,5,649,0.2,2596.0,2250,346.0,Completed
1151,2023-09-30,25,11,4,7,5,189,0,945,650,295,Returned
1152,2024-10-10,25,1,1,10,2,1399,0,2798,1900,898,Completed
1153,2024-01-16,14,12,2,1,4,109,0.05,414.2,300,114.2,Completed
1154,2024-07-29,14,9,1,7,3,65,0.05,185.25,135,50.25,Cancelled
1155,2023-08-17,22,12,3,3,5,109,0.2,436.0,375,61.0,Returned
1156,2023-05-22,13,10,10,10,4,159,0,636,440,196,Cancelled
1157,2024-07-27,11,2,4,9,3,999,0,2997,2100,897,Completed
1158,2024-08-19,24,3,10,2,3,229,0,687,480,207,Returned
